h3_polyfill,Trees,Habitats,Livestock production,Crop production,All food production,geometry_wkt
861943c97ffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((473435.19274221483 361801.09793120204, 470201.47568697337 360834.4618307711, 469688.8080732819 357382.8590126542, 472411.1096181042 354898.5609981575, 475644.7749896796 355866.70900362235, 476156.19117708824 359317.64339871693, 473435.19274221483 361801.09793120204))"
8619484f7ffffff,1 - low,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((606756.7678921268 134042.70185039577, 603547.6736678204 133021.80073101458, 603055.2307237635 129523.038288693, 605773.0067610604 127045.92938576391, 608981.9442021067 128068.29475829902, 609473.2630386407 131566.3051413277, 606756.7678921268 134042.70185039577))"
86195b59fffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((266634.22778662946 117943.76947076322, 263280.56685961026 116899.01878109117, 262719.8511471399 113326.5968491848, 265514.01052936446 110799.71407106015, 268867.5277728243 111845.98463559902, 269427.0300184791 115417.61849154401, 266634.22778662946 117943.76947076322))"
86194145fffffff,3 - high,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((584488.4139654462 322811.36146219564, 581296.3217956355 321840.1149657285, 580806.3231858863 318397.4760532728, 583509.620338969 315926.76021850255, 586701.6347057361 316899.4960450693, 587190.4303818569 320341.45866621856, 584488.4139654462 322811.36146219564))"
86195bc97ffffff,3 - high,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((286160.80999484134 140974.43720450113, 282818.0962526094 139937.03986141412, 282261.5473686504 136375.66446498633, 285048.93090677675 133852.46348360513, 288391.51043638366 134891.38067862517, 288946.841339536 138451.97938078735, 286160.80999484134 140974.43720450113))"
86194a10fffffff,2 - medium,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((554007.7071261313 130670.13970357756, 550775.6556682856 129645.31124025857, 550272.5897895896 126134.85719127735, 553002.7140415908 123649.98991106247, 556234.6102566416 124676.29108027584, 556736.5381201498 128185.98718902352, 554007.7071261313 130670.13970357756))"
86194328fffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((512589.21413205797 271119.2697623812, 509358.8732593431 270129.97425379127, 508851.8398815511 266655.7474494359, 511576.3533959857 264171.51988228824, 514806.60105949553 265162.3121597238, 515312.4290871392 268635.8355489102, 512589.21413205797 271119.2697623812))"
8619435a7ffffff,2 - medium,1 - low,1 - low,2 - medium,1 - low,"POLYGON ((462186.45902632264 348535.3349138907, 458945.9963444513 347564.43824407837, 458430.4999794972 344106.04910372064, 461156.7168880517 341619.23178948666, 464397.12335612177 342591.64123065124, 464911.36980797676 346049.35550056567, 462186.45902632264 348535.3349138907))"
86195c88fffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((413420.2938949158 333925.18908658007, 410157.08554476843 332947.61125361995, 409630.6400533605 329474.5018332647, 412368.66274510085 326979.6553159766, 415631.8131726558 327958.75315865484, 416156.99951673765 331431.17780284805, 413420.2938949158 333925.18908658007))"
8619518b7ffffff,1 - low,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((336078.43723474664 439955.69411160355, 332798.7204869875 439003.31899890397, 332257.55749334197 435551.69434072054, 334997.43432854733 433053.0903119261, 338277.14694390696 434007.0070585202, 338816.98755395156 437457.9864555814, 336078.43723474664 439955.69411160355))"
86194309fffffff,1 - low,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((491127.0662073024 314279.731963268, 487893.83820964384 313301.02543479326, 487383.57603513676 309836.83194895735, 490107.7707726123 307352.03234597, 493340.92550099327 308332.2435842374, 493849.9594347896 311795.7500134926, 491127.0662073024 314279.731963268))"
8619598c7ffffff,1 - low,3 - high,2 - medium,3 - high,3 - high,"POLYGON ((457291.8476370986 126960.06847109954, 454018.42236550816 125928.69549004105, 453495.9611862564 122397.56380620721, 456248.09008935286 119898.57324793909, 459521.3641156087 120931.43482340098, 460042.6611565959 124461.79873533489, 457291.8476370986 126960.06847109954))"
8619550d7ffffff,3 - high,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((353957.0780043985 494363.8932263402, 350693.35782444297 493427.67087427445, 350157.3961733815 489999.21576162183, 352886.4920029228 487507.6038078908, 356150.2294694693 488445.36763659224, 356684.8545142421 491873.2021757439, 353957.0780043985 494363.8932263402))"
861941aa7ffffff,1 - low,3 - high,1 - low,2 - medium,1 - low,"POLYGON ((648323.7653376602 322558.6119992045, 645159.1615933797 321590.80376760144, 644682.7809096632 318160.8615312313, 647372.1877422711 315699.3993123997, 650536.7081975145 316668.68584872165, 651011.9057585853 320097.95658606174, 648323.7653376602 322558.6119992045))"
86195dc4fffffff,3 - high,2 - medium,2 - medium,3 - high,3 - high,"POLYGON ((470632.96777045005 238289.7334361141, 467380.20360610477 237289.17373619648, 466863.4131791862 233795.81022383185, 469600.5926782729 231303.72721190128, 472853.252960298 232305.78736603283, 473368.83830043464 235798.43040632788, 470632.96777045005 238289.7334361141))"
861958cd7ffffff,3 - high,3 - high,3 - high,1 - low,1 - low,"POLYGON ((335395.77135817445 233652.7774754762, 332085.71966220735 232643.38505752088, 331540.60617184173 229121.34003853094, 334306.7877227024 226609.4212127088, 337616.74399014766 227620.33692728396, 338160.61483042745 231141.6485088049, 335395.77135817445 233652.7774754762))"
861943c37ffffff,2 - medium,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((492805.64638923656 367591.65277942043, 489581.0288955246 366627.66161373246, 489072.7586434148 363181.91528524295, 491790.35418513714 360700.8249252114, 495014.920574113 361666.3250814187, 495521.9432002208 365111.40688415786, 492805.64638923656 367591.65277942043))"
86195c237ffffff,3 - high,3 - high,2 - medium,2 - medium,1 - low,"POLYGON ((413746.8169918217 274214.95485758776, 410475.1407714904 273221.01644331956, 409947.3285317416 269727.980322811, 412692.4291644696 267229.5929145409, 415964.0215586098 268225.0455117072, 416490.5978307159 271717.37165167293, 413746.8169918217 274214.95485758776))"
861943b5fffffff,3 - high,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((563831.6760752734 306631.11014159763, 560628.3417721239 305654.31797623646, 560133.3456106646 302202.12503556535, 562842.8876855136 299727.4091673858, 566046.1393339988 300705.6927546028, 566539.9322245776 304157.20108527894, 563831.6760752734 306631.11014159763))"
86195da47ffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((525795.7550333806 192011.15403606184, 522559.9658912574 191001.1773881418, 522053.18677480624 187504.10604290164, 524783.3681173627 185017.74683668668, 528019.0297078008 186029.20901802724, 528524.6381721279 189525.54521547596, 525795.7550333806 192011.15403606184))"
861958237ffffff,1 - low,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((375844.11009557365 168806.638386239, 372542.12502777186 167781.89065242134, 372004.17954582867 164247.2923978584, 374769.42433683417 161738.1995924298, 378071.2818724874 162764.4555727439, 378608.022836087 166298.29647314968, 375844.11009557365 168806.638386239))"
861870d47ffffff,2 - medium,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((171358.794325007 23144.28165971335, 167954.9487629695 22068.459251329725, 167375.06997697434 18448.364255168475, 170200.2341607106 15904.928502666968, 173603.89612462264 16982.271790920437, 174182.5782123751 20601.530384518657, 171358.794325007 23144.28165971335))"
861955b1fffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((408685.93374680355 506802.8289567529, 405447.250944715 505872.9592687276, 404924.1357064179 502459.89048107597, 407641.0278351021 499977.3030535985, 410879.7266859837 500908.70508873626, 411401.51804567 504321.16243065486, 408685.93374680355 506802.8289567529))"
86194a00fffffff,2 - medium,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((548762.0987512072 115596.45647676123, 545525.8321877838 114567.30265727412, 545021.2308646413 111051.19500221164, 547754.0302032278 108565.00607594303, 550990.1354321482 109595.631371673, 551493.603314713 113110.97448874026, 548762.0987512072 115596.45647676123))"
861941007ffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((619020.1030069205 330035.01571284834, 615843.9494934297 329067.63255866116, 615361.6178188922 325634.335362616, 618056.6352311086 323169.09225727565, 621232.7109004091 324137.95941574854, 621713.8476558244 327570.5859607605, 619020.1030069205 330035.01571284834))"
861942467ffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((410258.6406824421 415538.084435794, 407006.3236681624 414582.8821102242, 406481.21159887937 411137.36282492004, 409209.707880935 408647.69645578455, 412462.0022514956 409604.42573925806, 412985.82367043645 413049.2946959792, 410258.6406824421 415538.084435794))"
86194eb97ffffff,3 - high,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((608151.5608005199 230989.03365862113, 604956.3692252398 229994.20557067503, 604467.8698989622 226526.13479172438, 607175.7241599399 224053.60477887135, 610370.7987250669 225049.90891885263, 610858.1366926555 228517.26734340703, 608151.5608005199 230989.03365862113))"
861874067ffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((225117.38160500795 77732.28404693032, 221741.78743431944 76674.27943502078, 221172.52871537113 73081.25315777038, 223980.07197789644 70547.04053819308, 227355.50597238002 71606.56596627258, 227923.55758542783 75198.78360477451, 225117.38160500795 77732.28404693032))"
861943cf7ffffff,3 - high,1 - low,2 - medium,3 - high,2 - medium,"POLYGON ((487546.64678483055 352836.972386976, 484317.58503797837 351868.6398736, 483807.7183058545 348416.78645022673, 486528.1577742796 345933.936956295, 489757.16275186115 346903.7781834469, 490265.78570503887 350354.96047374525, 487546.64678483055 352836.972386976))"
861940c8fffffff,2 - medium,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((518231.501968778 457043.99083942745, 515031.50385910756 456106.0541443323, 514531.7601171025 452696.7267309261, 517233.2870206096 450225.96120738285, 520433.26822318416 451165.4084599506, 520931.74009990634 454574.1109199857, 518231.501968778 457043.99083942745))"
861943a97ffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((530518.092122322 309697.0180580807, 527300.963681156 308719.2266393917, 526798.9746486986 305261.3851355292, 529515.3292903199 302782.0212664253, 532732.3791535291 303761.310147971, 533233.1536205608 307218.46573337505, 530518.092122322 309697.0180580807))"
861958c27ffffff,3 - high,3 - high,3 - high,3 - high,3 - high,"POLYGON ((350785.347446896 251741.54713146953, 347484.19071480935 250737.9603543618, 346942.62306220527 247224.9018188237, 349703.45833582676 244716.15491830127, 353004.52651584387 245721.26438092982, 353544.8486676937 249233.59838825226, 350785.347446896 251741.54713146953))"
8619462e7ffffff,1 - low,3 - high,2 - medium,3 - high,3 - high,"POLYGON ((488692.4138229954 464715.8476966495, 485481.0076916917 463778.47075870587, 484974.8685616413 460366.02203941345, 487681.42012615653 457891.5742943757, 490892.81570594996 458830.46739594, 491397.670947684 462242.29231855506, 488692.4138229954 464715.8476966495))"
86194368fffffff,2 - medium,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((470834.71439918526 281601.6491038263, 467588.1593472354 280612.89340603264, 467072.62245161063 277133.7469528989, 469804.8631578989 274644.05885385914, 473051.33282892016 275634.31960550277, 473565.64785060246 279112.763713884, 470834.71439918526 281601.6491038263))"
861942027ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((441664.3667716526 418195.23874016583, 438425.7293737397 417242.45647362137, 437907.6753917517 413804.12466125685, 440629.5414237967 411319.2222807469, 443868.15401022637 412273.52616613643, 444384.9260581579 415711.2110728186, 441664.3667716526 418195.23874016583))"
86195529fffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((361132.4193445569 460371.44932015776, 357866.36190917983 459426.10232432524, 357331.2837020804 455986.7647331322, 360063.5857745464 453493.4090718037, 363329.6450958592 454440.29448709614, 363863.4011524863 457878.99739070795, 361132.4193445569 460371.44932015776))"
861958297ffffff,2 - medium,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((356009.5493035196 162651.17055281904, 352698.5049039007 161623.6284087969, 352156.41330600745 158083.10155209884, 354926.5743782014 155570.87881673756, 358237.4898203846 156599.93179331403, 358778.3738373475 160139.69703747792, 356009.5493035196 162651.17055281904))"
861942d0fffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((430011.58953258075 463962.10256995296, 426775.12945327425 463021.40664087003, 426255.7212965838 459597.0358770931, 428974.07594858995 457113.98954766104, 432210.5316835057 458056.2119295328, 432728.6377944439 461479.9544303155, 430011.58953258075 463962.10256995296))"
86194c49fffffff,2 - medium,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((630958.2267482479 241399.49005838815, 627774.321293558 240408.74773688702, 627290.9484785737 236948.61666258168, 629992.6402072575 234479.93447149388, 633176.4312627723 235472.15009821986, 633658.6456388049 238931.5749293741, 630958.2267482479 241399.49005838815))"
86194314fffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((528304.2764292061 315631.1369793606, 525087.0720615714 314654.84395481314, 524584.8066222742 311198.5468309632, 527300.963681156 308719.2266393917, 530518.092122322 309697.0180580807, 531019.1400990188 313152.6315696315, 528304.2764292061 315631.1369793606))"
86195da77ffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((523572.88308580813 197991.6967584308, 520336.96907397243 196983.20675715088, 519829.92331227293 193487.5804697018, 522559.9658912574 191001.1773881418, 525795.7550333806 192011.15403606184, 526301.6271315658 195506.04746003117, 523572.88308580813 197991.6967584308))"
8618746cfffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((179317.48295190523 32525.098384253768, 175917.9391315604 31452.260758704942, 175339.60026067385 27836.526633030997, 178162.00482723847 25294.462304481465, 181561.36921150985 26368.821080556445, 182138.5091741888 29983.723463024, 179317.48295190523 32525.098384253768))"
86194a457ffffff,2 - medium,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((509133.2500407287 119802.51999208156, 505880.7390528802 118772.20869446595, 505368.40647014295 115249.3678480747, 508109.73200714967 112757.60491239859, 511362.08565145417 113789.39498951155, 511873.2717664182 117311.4695949645, 509133.2500407287 119802.51999208156))"
86194ac8fffffff,1 - low,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((517482.6190497107 155976.38306445285, 514238.4275735838 154956.24159087022, 513728.84650276636 151446.20902683283, 516464.6162904953 148957.06897917413, 519708.6654320744 149978.69278795697, 520217.0877850196 153487.97466689898, 517482.6190497107 155976.38306445285))"
86194ecf7ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((560102.8277349916 259190.6253711363, 556891.0436784957 258200.73428876523, 556393.5871830827 254732.13894266996, 559109.1019353282 252254.13958138443, 562320.7840973363 253245.51801014255, 562817.0540632722 256713.40876934095, 560102.8277349916 259190.6253711363))"
86194648fffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((419951.7372792871 519809.1879023039, 416719.9139521203 518883.5449523111, 416199.73681612045 515477.47686127, 418912.70855001244 512997.6570486983, 422144.5519997522 513924.8309027138, 422663.404277469 517330.2938862217, 419951.7372792871 519809.1879023039))"
8618743b7ffffff,3 - high,3 - high,3 - high,2 - medium,2 - medium,"POLYGON ((213273.91558906366 63768.161164070334, 209891.81686382098 62705.70667026829, 209320.16439050104 59106.10132954287, 212131.8154008084 56569.76645720922, 215513.74794657412 57633.74154124971, 216084.19636733772 61232.531320821116, 213273.91558906366 63768.161164070334))"
861942157ffffff,2 - medium,2 - medium,1 - low,3 - high,2 - medium,"POLYGON ((447621.27529853134 416664.09805864835, 444384.9260581579 415711.2110728186, 443868.15401022637 412273.52616613643, 446589.0114176671 409789.375626901, 449825.3345814811 410743.7830837864, 450340.8270955903 414180.82086882053, 447621.27529853134 416664.09805864835))"
